node_id,title,date,url,category,article
3074146,Inflation hits 9-year high at 7.56%,19-07-2022,/business/news/inflation-hits-9-year-high-in%20banglaesh-3074146,business,"Inflation in Bangladesh hit a nine-year high of 7.56 per cent in June thanks to the spiralling prices of food products in the country. At the end of June, the overall inflation rose 0.14 per cent from a month ago, according to data released by Bangladesh Bureau of Statistics (BBS) today. In May, inflation stood at 7.42 per cent in the country. According to the BBS data, food inflation rose to 8.37 per cent in June while it was 7.42 per cent in May. The non-food inflation increased to 6.33 per cent, up from the previous month's 6.08 per cent."
3074106,Dhaka stocks suffer sharp decline for another day,19-07-2022,/business/news/dhaka-stocks-suffer-sharp-decline-another-day-3074106,business,"Shares on the Dhaka Stock Exchange suffered another major decline today as the key index lost more than 1 per cent for the second consecutive day amid deepening uncertainty. The DSEX, the benchmark index of the premier bourse in Bangladesh, lost 63.71 points or 1.02 per cent to close at 6,153, the lowest since May 22 this year. It had shed 87.39 points or 1.39 per cent on Monday. Turnover, another key indicator of the market, fell to Tk 319 crore, down nearly 38 per cent from Tk 515 crore a day ago. Of the securities traded on the day, 21 advanced, 344 fell and 17 were unchanged."
3074061,Dhaka stocks fall in early trading,19-07-2022,/business/news/dhaka-stocks-fall-early-trading-3074061,business,"Dhaka stocks dipped in early trading today continuing its downbeat for the sixth day in a row amid jittery among investors regarding the economic prospect as the country starts load shedding to tackle the rising import costs for energy. At 1.30 pm, DSEX, the benchmark index of the Dhaka Stock Exchange, lost 82.57 points or 1.32 per cent to 6,134.31, lowest since June 30 last year. Two other major indices, including the blue-chip share index DSE-30, followed the suit as the losers outnumbered the gainers by a far. Only 13 shares advanced while 352 lost until 1.30 pm today when the turnover hit Tk 229 crore. DSEX plunged 87.39 points or 1.38 per cent on Monday as fears of economic uncertainty gripped investors."
3073741,Implementing public interest projects,19-07-2022,/business/economy/news/implementing-public-interest-projects-3073741,business,"Like in any other developing country, all public interest projects in Bangladesh are supposed to be well thought out with their ultimate impacts reviewed. However, courtesy of the media, even the state investigation agencies, we mostly don't get to hear good things about projects being well-researched, the ultimate impact on the target market or group well-thought out, finance being well-managed or done with sincerity of purpose. Most project plans are haphazardly initiated, project directors are not experienced and there is an absence of proper financial modelling leading to cost escalation. Effective project planning in public interest projects can play an important role to overcome these issues. An effective project plan not only boosts project performance but also ensures the efficient utilisation of the resources to save costs. Project cost management plays a very important role in managing and controlling the flow of cost. Proper management can decrease expenses, improve operational efficiency, and ensure procurement effectiveness Project cost management plays a very important role in managing and controlling the flow of cost. Proper management can decrease expenses, improve operational efficiency, and ensure procurement effectiveness It's a common belief that we have an execution problem when it comes to projects. Very few public interest projects finish on time, and fewer still without their costs escalating to a significant level. This is perhaps the biggest hazard to tax-paying citizens who want to get their money's worth from the large pool of projects launched around the year. Project cost overruns are one of the common elements behind the failure of every four out of five projects. So, project cost management plays a very important role in managing and controlling the flow of cost for various resources in different tasks of the project. Proper project cost management can decrease expenses, improve operational efficiency, and ensure procurement effectiveness. The lack of good governance in project implementation is undermining the efficiency of public infrastructure projects despite the huge money from the exchequer or development partners being invested. In order to ensure return on investment and the right levels of structure & accountability, effective project governance must be ensured. More importantly, project governance enables quicker data-backed decision-making through data and enables effective monitoring. Projects are often undertaken without any feasibility study, which is a fundamental requirement, thus necessitating a series of revisions at frequent intervals. This is, unfortunately, the story of many other projects as well, and it's surprising that those at the planning ministry still give clearance to those. The absence of a feasibility study is just as bad as the presence of a weak feasibility study, both of which are common. It's the first and perhaps most recurring factor in poorly planned undertakings. So, conducting a feasibility study before undertaking any big-ticket public interest project not only provides valuable information for a ""go/no go"" decision, but also identifies reasons why the project should not proceed and innovative solutions that would make the project feasible. Other problems identified in the public interest projects include coordination failure, delays in land acquisition, frequent changes of project directors and unqualified project directors, etc. Ad-hoc decisions or mismanagement is the running theme behind all such obstacles. Delays can also trigger a chain of costly disruptions. In most cases, the failure of a project is mainly related to the influence of planners, contractors and owners on project performance. Effects of delays are costly to all parties concerned and very often it will result in disagreements, cost overruns and project infeasibility. We have noticed such disruptions, delays or regular excess payment claimed by the contractors while implementing the Dhaka-Chittagong four lane road, Dhaka-Sylhet highway, Dhaka-Mymensingh double lanes, VAT online project at NBR, digitalisation project at ACC or even the much talked about Padma Bridge project. There are plenty of other projects with important ministries carrying the proof of a similar saga. One can easily ask- is there no institutional mechanism to check such systemic problems and disappointments? Everyone wants the government to establish accountability to ensure that all its projects are planned and executed properly. Ill-conceived projects not just push us to bleed financially, but also potentially deprive us of their desired benefits. This has been going on for so long, and it is the common people who have or had to pay for it. The government must ensure there is a minimum threshold, both of experience and qualification, for project directors before anyone is appointed. It should be clear ""where the buck stops"" as someone must be held responsible for cost overruns and delays. Project costs should be clearly committed to with an inflation component built in and agreement from all parties on a particular set of allowances for inclement circumstances which are out of control. There should be a report format, akin to the customer acquisition form at banks, where the details of a feasibility study are provided and this must be submitted to the ministry concerned, with the firm/people who carried out the study responsible for any negligence or failure they may reasonably be expected to predict. The projects' feasibility also depends on all these moving parts working in sync with each other and so the project viability must be assessed with these concepts in mind. The project director must be the sole authority on the project once work commences and any replacement of the project director must be transparent and any failures on the part of the project director publicly acknowledged. Many years ago, the government was thinking of a ""project management cadre"" under Bangladesh Civil Service also. Project conception or planning, commercial, financial, or even social and environmental due diligence, financial model, implementation monitoring, procurement, compensation to affected parties and payback as per the plan - all require competency in the respective agency and precision to implement. All this requires congenial policy regime and accountability driven from the top. The author is an economic analyst. Views expressed here are personal."
3073751,Tea production expands but exports decline,19-07-2022,/business/economy/news/tea-production-expands-exports-decline-3073751,business,"Although tea production has expanded in Bangladesh over the past decade, outbound shipments of the once major export earner have dropped at the same time in the face of growing domestic demand, according to market players. As consumption is growing in line with the country's expanding population and urbanisation, tea production has increased over the years to cater to local markets rather than those abroad, they said. Besides, another reason is that local prices are comparatively better compared to that of the international market. Omar Hannan, chairman of the Tea Traders Association of Bangladesh, said local consumption rises by 6-7 per cent every year and if domestic production cannot cope, then tea would have to be imported to make up for the dearth in supply. ""So, the export decline is not a demerit,"" he added. Large amounts of tea go up for auction at the end of each harvesting season but nothing remains unsold, meaning that exports can only increase when there is surplus in production. ""Conversely, if there was a lot of tea left over after catering to local demand and it is not exported, then that would be a matter of concern,"" Hannan said. According to the Bangladesh Tea Board (BTB), tea is currently exported from Bangladesh to 23 countries, including the US, UK, France, China, Japan, India and Switzerland. Nader Khan, founder of the Halda Valley Tea Company, said Bangladesh's economic growth has been quite good in the last decade and as a result, country's tea consumption has increased. ""Due to this, production increases every year but exports are not increasing,"" he said, adding that different blends are still imported to suit varying tastes. Sources say that a little less than one million kilogrammes (kgs) of tea is imported every year for various reasons, particularly rising consumption. ""Annual tea consumption may shoot up to 130 million kgs by 2025,"" said Munir Ahmad, deputy director for planning of the BTB. BTB data shows that about 96.51 million kgs of tea was produced in 2021, up by some 54 per cent compared to 62.52 million kgs in 2012. The country earned $2.44 million from tea exports in fiscal 2012-13 and then $4.47 million in fiscal 2016-17. However, foreign currency earnings from the product dropped to $2.14 million in the last fiscal year, according to the Export Promotion Bureau. BTB sources say that Bangladesh was the world's fifth highest tea exporting country back in the 1990s, when international demand was high considering the good quality of local blends. At that time, tea was at the top of the export list for Bangladesh. An official of the Bangladesh Tea Research Institute said that in 1947, 18 million kgs of tea was produced in the erstwhile East Pakistan. Of the total amount, 15 million kgs were exported. Then in the 1970s, tea production rose to about 31 million kgs per year, a large portion of which was still exported, and this trend continued until the 1990s, he added. While speaking at the recent National Tea Day programme, Commerce Minister Tipu Munshi said that there is demand for Bangladesh's tea in the global market as the quality is good. However, he added that it is not possible to export as much tea as expected. In Bangladesh, 45 per cent of the tea produced is consumed at the household level while the rest at tea stalls, restaurants, and offices. Tea is a part of social and professional life in the country, making it one of the most-consumed beverages and it is popular among low-income groups as well. Local tea brands dominate the domestic market with a 75 per cent share while non-branded producers account for the rest. According to the Bangladesh Tea Association, the 166 tea estates in the country cover almost 280,000 acres of land. Bangladesh is currently listed as the world's ninth largest tea producer, accounting for around 2 per cent of the world's total production. In addition, 90 of the tea gardens are currently in Moulvibazar, which accounts for 55 per cent of the tea produced in the country. Habiganj is the second largest producing district, contributing 22 per cent."
3073746,Oil price jumps,19-07-2022,/business/global-economy/news/oil-price-jumps-3073746,business,"Oil prices extended gains on Monday, propped up by a weaker dollar and tight supplies that offset concerns about recession and the prospect of widespread Covid-19 lockdowns in China again reducing fuel demand. Brent crude futures for September settlement rose $2.44, or 2.4 per cent, to $103.60 a barrel by 0900 GMT, having advanced by 2.1 per cent on Friday. US West Texas Intermediate (WTI) crude futures for August delivery gained $2.17, or 2.2 per cent, to $99.76 after rising by 1.9 per cent in the previous session. Both Brent and WTI last week registered their biggest weekly declines for about a month on fears of a recession that would hit oil demand. Mass Covid-testing exercises continue in parts of China this week, raising concerns over oil demand from the world's second-largest oil consumer. However, oil supplies remain tight. As expected, US President Joe Biden's trip to Saudi Arabia failed to yield any pledge from the top OPEC producer to boost oil supply. Biden wants Gulf oil producers to step up output to help to lower oil prices and drive down inflation. Global markets are focused this week on the resumption of Russian gas flows to Europe via the Nord Stream 1 pipeline, which is scheduled to end maintenance on July 21. Governments, markets and companies fear the shutdown could be extended because of the war in Ukraine. ""Brent crude will find support at the end of the week if Russia does not turn the gas back on to Germany after Nord Stream 1 maintenance,"" said OANDA senior analyst Jeffrey Halley. Loss of that gas to Germany, the world's fourth-largest economy, would hit it hard and heighten the risk of recession."
3073736,ECB goes on offensive as inflation soars ,19-07-2022,/business/global-economy/news/ecb-goes-offensive-inflation-soars-3073736,business,"The European Central Bank will raise its interest rates on Thursday for the first time in over a decade, but the bank is already under pressure to do more amid record inflation. The ECB has for months been preparing the end of the era of cheap money that supported the economy through a series of crises in recent years. To try and counteract a steep rise in prices the central bank has said it intends to raise its interest rates by a quarter point, the first such move since 2011. The ECB already stopped its bond-buying stimulus programme at the beginning of July, as it laid the groundwork for the rise. The lift-off in rates comes in response to an unprecedented surge in prices, driven higher by supply chain bottlenecks and the rising cost of energy following Russia's invasion of Ukraine. Inflation in the eurozone sat at 8.6 per cent in June, the highest ever recorded for the currency club and well above the ECB's two-per cent target. The Frankfurt-based institution continues playing catch up with its peers, like the US Federal Reserve, which started hiking earlier and more aggressively. The ECB deposit rate has been negative for the past eight years, with the key rate currently at minus 0.5 per cent. The punitive interest rate, which effectively charges banks to park their money with the ECB overnight, was designed to encourage more lending, more economic activity and higher inflation rates. Stubbornly low for years, prices are now soaring as a result of scrambled supply chains from the coronavirus pandemic and the burst in the price of food and energy caused by the war in Ukraine. The inflation surge caught central banks, not least the ECB, off guard. Now, the central bank is aiming is to lift interest rates out of negative territory by the end of September as part of a  ""gradual but sustained"" series of hikes, according to President Christine Lagarde. In hindsight, the  ""cautious normalisation process the ECB started at the end of last year has simply been too slow and too late,"" said Carsten Brzeski, head of macro at the ING bank. With each new data release causing new consternation, the ECB's cautious quarter-point step could lead to a feeling of  ""disappointment"", Brzeski said. Some ECB policymakers may push for faster action but  ""it will be a balancing act between the ECB's credibility as being predictable and its credibility as a determined inflation fighter,"" he said. The ECB was faced with an  ""impossible equation to solve"", said Frederik Ducrozet, head of macroeconomic research at Pictet Wealth Management. Central bankers were determined to squash inflation while  ""the euro area economy is on the brink of recession"", circumstances under which they would normally hesitate to raise interest rates. The outlook for the economy was clouded by the war in Ukraine with eurozone members bracing for a winter in which energy could be scarce and planning to ration supplies if Russia halts gas deliveries to the continent. Add a weak euro against the dollar, which touched parity recently for the first time in nearly 20 years, and a political crisis in Italy and the monetary calculations became even harder, Ducrozet said. The withdrawal of a key party from former ECB chief and Italian Prime Minister Mario Draghi's governing coalition has unnerved investors, sending borrowing costs up again. The quickly rising strain in bond markets had already prompted the ECB to respond in mid-June by speeding up the design of an instrument to fight  ""fragmentation"" in the eurozone. The new tool was  ""critical"" to avoid  ""excessive divergence"" in the borrowing costs faced by different countries and make sure monetary policy moves were felt evenly across the eurozone, ECB vice-president Luis de Guindos said in early July. But the idea has been met with scepticism by some governing council members. Any crisis tool should only be used in  ""exceptional circumstances"" and under strict conditions, warned Joachim Nagel, head of the traditionally conservative German Bundesbank."
3073731,Fashion retailer H&M to exit Russia,19-07-2022,/business/global-economy/news/fashion-retailer-hm-exit-russia-3073731,business,"H&M, the world's second-biggest fashion retailer, said on Monday it had decided to wind down its business in Russia, joining a growing list of companies fully exiting the country and sending its shares down 1 per cent. The company suspended its business in Russia in early March in the wake of Western sanctions against Moscow following its invasion of Ukraine. Russia was H&M's sixth biggest market and the company was increasing its store count there while reducing physical stores in many other markets. ""After careful consideration, we see it as impossible given the current situation to continue our business in Russia,"" Chief Executive Helena Helmersson said in a statement. ""We are deeply saddened about the impact this will have on our colleagues,"" Helmersson said but did not elaborate. A company spokesperson said about 6,000 employees in the country would be affected. The entire wind-down is expected to cost about 2 billion Swedish crowns ($191.3 million), of which about 1 billion crowns will have a cash flow impact, H&M said. The full amount will be included as one-time costs in the results for the third quarter. H&M intends to temporarily reopen physical stores to sell remaining inventory in Russia. The shutdown will affect the company's 170 physical stores in the country and its online sales channels, a spokesperson said. Several other retailers, including Inditex, Adidas have halted sales in the country, while US-based fashion retailer TJX and Poland's biggest fashion retailer LPP decided to sell their businesses in Russia. read more H&M's biggest rival, Zara owner Inditex, told shareholders last week that it would keep operations suspended for the time being. ""We are in contact with all actors that have been affected by the suspended measure and we are exploring different alternatives… But at this moment there is no other decision than to continue to monitor the situation,"" said Inditex CEO Oscar Garcia Maceiras. Hit by sanctions and supply chain issues, Russia has legalised so-called parallel imports, which allow retailers to import products from abroad without the trademark owner's permission."
3073721,"Stocks climb, euro inches higher in big week for markets",19-07-2022,/business/global-economy/news/stocks-climb-euro-inches-higher-big-week-markets-3073721,business,"World equity markets got off to a solid start on Monday and the euro pulled away from parity as market participants scaled back bets on the Federal Reserve interest rate hike next week and on optimism spurred by central bank pledges to support China's economy. U.S. stock futures were up more than 1 per cent while European stock indices were a sea of green in a big week for the region. The European Central Bank is set to raise rates for the first time in more than a decade on Thursday, the same day the bloc will be hoping Russia resumes gas supplies. Italy, meanwhile, is again in the grip of a political crisis. The pan-European STOXX 600 index was up 1.3 per cent by 1030 GMT after posting a 0.8 per cent drop last week. Gains on Monday were broad-based and led by miners, energy stocks and banks. ""It is a wild week this week, there is so much going on,"" said James Rossiter, senior global strategist at TD Securities. ""The ECB is a huge focus, there is not a lot of scope for the ECB to surprise, 25 bps is locked in I think... and then there is Italy and Nord Stream too.""  Italy's borrowing costs surged on Monday and the premium investors demand for holding Italian debt over safer German paper was at its widest in a month as political turmoil in Europe's fourth largest economy rumbled on. Prime Minister Mario Draghi attempted to resign from his post on Thursday after the 5-Star Movement, a coalition partner, failed to back him in a confidence vote. Draghi's resignation was rejected by the Italian president. Draghi is expected to address parliament on Wednesday but Italy's 10-year bond yield rose 10 basis points (bps) on Monday to as high as 3.48%, pushing the closely watched spread over German Bund yields to its widest level in over a month at around 235 bps. ""We expect volatility to remain high until then in response to various rumours concerning whether he will remain firm on his resignation or whether he is willing to remain in place,"" UniCredit analysts said in a note. ""Any indication that could increase the likelihood of early elections will ultimately be negative for BTPs and drive the spread wider.""  Overnight, a gauge of Asian shares rose more than 1 per cent, its biggest daily rise in nearly two months, boosted by a jump in Chinese shares as regulators encouraged lenders to extend loans to qualified real estate projects. It came too as the high-flying dollar, which has had its strongest start to a year in recent memory, eased on Monday. The uncertainty will haunt the ECB at a policy meeting where it is likely to kick off a tightening cycle with a rise of 25 bps, with markets hanging on details of an anti-fragmentation tool intended to ease pressure on borrowing costs for the Union's most indebted members. Friday's rally on Wall Street reverberated through global markets with MSCI's broadest index of Asia-Pacific shares outside Japan up 1.4 per cent, having shed 3.5 per cent last week. A wider index of global stocks was up 0.4 per cent. Chinese blue chips added 1.0 per cent as the head of the country's central bank pledged to help the economy, though Shanghai had also announced more districtwide coronavirus testing."
3073711,Indian traders plan protest against tax hikes,19-07-2022,/business/global-economy/news/indian-traders-plan-protest-against-tax-hikes-3073711,business,"Indian traders and shopkeepers will hold a nationwide protest next week against a hike in taxes on a range of products and services, including food grains and household items, that went into effect on Monday, a top official of a leading traders' group said. ""The 5 per cent tax on a range of food products - which remained tax free so far - and hike in rates on other household items has increased the inflation burden on the public and traders,"" said Pravin Khandelwal, president of the Confederation of All India Traders, which represents more than 10 million small shopkeepers and wholesalers. A tax increase was approved last month for certain goods and services, including kitchenware A tax increase was approved last month for certain goods and services, including kitchenware He said the group's members would launch a nationwide series of protest meetings on July 26, starting in Bhopal, a state capital in central India and a stronghold of Prime Minister Narendra Modi's ruling Bharatiya Janata Party. Small traders and shopkeepers are a key constituency for Modi, who introduced the Goods and Services Tax (GST) system in 2017 to replace about 20 federal and state taxes and to help unify Asia's third-largest economy. A tax increase was approved last month to 18 per cent from 12 per cent for certain goods and services, including kitchenware. A finance ministry statement on Monday said the tax measures would include extending a 5 per cent tax already imposed on branded food items such as rice, wheat, flour, pulses and dairy products to unbranded items sold in packages of up to 25 kilograms or 25 litres."
3073701,"US, allies can’t allow China to dominate technologies: Yellen",19-07-2022,/business/global-economy/news/us-allies-cant-allow-china-dominate-technologies-yellen-3073701,business,"US Treasury Secretary Janet Yellen will call on Tuesday for deeper trade ties among allies to fortify their supply chains, combat inflation and thwart China's  ""unfair trade practices"" and efforts to dominate key raw materials and technologies markets. Yellen will make the comments in a major policy speech in Seoul after touring the facilities of South Korean tech heavyweight LG Corp during the final leg of her 11-day visit to the Indo-Pacific region. ""We cannot allow countries like China to use their market position in key raw materials, technologies or products to disrupt our economy and exercise unwanted geopolitical leverage,"" Yellen will say, according to excerpts released by the Treasury Department."
3073681,Incepta brings vaccine for cervical cancer,18-07-2022,/business/organisation-news/news/incepta-brings-vaccine-cervical-cancer-3073681,business,"Incepta Vaccine Ltd, the country's first vaccine manufacturing company, has launched cervical cancer vaccine Papilovax in Bangladesh. Papilovax vaccine protects against cervical cancer by preventing the HPV virus responsible for cervical cancer, Incepta said in a statement yesterday. Cervical cancer is the second leading cause of female cancer deaths in Bangladesh. The main cause of death in this cancer is ignorance and years of neglect, according to the statement. Every year more than 10,000 women die of cervical cancer in the country and more than 5 crore women are at risk of it. By giving this vaccine to all healthy women from 9 to 45 years, Bangladesh will go a long way in eradicating cervical cancer. This vaccine will help meet the long-standing demand in the country. Papilovax is also marketed in modern pre-filled syringes. It should be noted here that the full dose in pre-filled syringes is manufactured in aseptic environment and marketed at controlled temperature in fully sterile packaging."
